;epsilon;min_size;score;nb_clusters;var_portion
215;0.2;4.0;0.20869798093425568;3.0;0.65
212;0.19;8.0;0.15352997509630115;3.0;0.65
233;0.27;3.0;0.2651259810885981;3.0;0.65
234;0.28;2.0;0.2651259810885981;3.0;0.65
235;0.28;3.0;0.2651259810885981;3.0;0.65
236;0.29000000000000004;2.0;0.2651259810885981;3.0;0.65
349;0.27;4.0;0.17846441577558345;3.0;0.7000000000000001
346;0.26000000000000006;4.0;0.16306858383423745;3.0;0.7000000000000001
343;0.25000000000000006;8.0;0.018537896193347312;3.0;0.7000000000000001
342;0.25000000000000006;4.0;0.15755785489268154;3.0;0.7000000000000001
339;0.24000000000000005;9.0;0.0334876708968353;3.0;0.7000000000000001
335;0.23000000000000004;9.0;0.00733240316982042;3.0;0.7000000000000001
638;0.24000000000000005;7.0;-0.22866332173985854;3.0;0.8500000000000002
333;0.23000000000000004;4.0;0.12860291266348414;3.0;0.7000000000000001
330;0.22000000000000003;9.0;-0.018145849904211007;3.0;0.7000000000000001
327;0.22000000000000003;6.0;0.10118251292234959;3.0;0.7000000000000001
326;0.22000000000000003;5.0;0.14523752434210793;3.0;0.7000000000000001
325;0.22000000000000003;4.0;0.16236817192651318;3.0;0.7000000000000001
322;0.21000000000000002;9.0;-0.03678069579523749;3.0;0.7000000000000001
321;0.21000000000000002;8.0;-0.0036473114178372577;3.0;0.7000000000000001
314;0.2;8.0;-0.04186579675683315;3.0;0.7000000000000001
651;0.26000000000000006;8.0;-0.19262727801296495;3.0;0.8500000000000002
300;0.18000000000000005;7.0;-0.09195579880658095;3.0;0.7000000000000001
294;0.17000000000000004;9.0;-0.13763841988578637;3.0;0.7000000000000001
658;0.27;9.0;-0.18930433530404256;3.0;0.8500000000000002
279;0.15000000000000002;8.0;-0.18495482748759065;3.0;0.7000000000000001
272;0.14;7.0;-0.1789264022029294;3.0;0.7000000000000001
266;0.13;6.0;-0.2020500608156448;3.0;0.7000000000000001
241;0.31000000000000005;3.0;0.2651259810885981;3.0;0.65
240;0.31000000000000005;2.0;0.2651259810885981;3.0;0.65
239;0.30000000000000004;3.0;0.2651259810885981;3.0;0.65
238;0.30000000000000004;2.0;0.2651259810885981;3.0;0.65
237;0.29000000000000004;3.0;0.2651259810885981;3.0;0.65
833;0.6100000000000001;2.0;0.27994234155827746;3.0;0.9000000000000002
